age,gender,annual_income,policy_type,premium_amount,incident_type,incident_hour,num_witnesses,police_report,previous_claims,vehicle_age,region_risk,claim_amount,claim_frequency,claim_to_premium_ratio,fraud_label
65,Female,1184348,Basic,30277,Theft,0,0,1,1,14,0.168145207,72940.92164,0.020833333,2.409119848,0
33,Male,1585049,Premium,31761,Collision,18,0,1,0,10,0.238371246,86121.28413,0,2.711541958,0
50,Female,201620,Gold,36533,Other,14,3,1,8,8,0.173501095,210376.7847,0.242424242,5.758541174,0
26,Female,1572944,Gold,11966,Collision,8,1,1,11,10,0.386977024,50263.43015,1.222222222,4.200520655,0
23,Female,1698447,Gold,46901,Other,4,3,0,1,6,0.492081959,85508.30779,0.166666667,1.823165984,0
33,Female,1343995,Basic,11587,Other,15,1,0,8,6,0.55382133,57874.19292,0.5,4.994752129,0
46,Female,892894,Basic,27880,Theft,12,3,0,5,0,0.866270979,78528.64455,0.172413793,2.816665873,0
20,Female,1745288,Premium,10091,Fire,15,3,0,5,10,0.116160657,66282.40242,1.666666667,6.56846719,0
37,Male,1975565,Premium,46753,Fire,21,3,1,1,10,0.485459565,184117.9935,0.05,3.938100089,0
53,Female,380324,Premium,36130,Theft,10,0,0,5,5,0.469898536,203774.5455,0.138888889,5.640037239,1
36,Male,1566529,Basic,22061,Other,12,1,0,2,13,0.952728343,111913.9241,0.105263158,5.072930698,0
43,Female,1795123,Basic,27293,Fire,5,5,0,6,14,0.316933226,135880.1144,0.230769231,4.978570124,1
20,Male,220655,Premium,6561,Fire,19,3,1,9,4,0.210165231,47133.58813,3,7.183903083,1
36,Female,1149133,Basic,58205,Fire,16,4,1,3,7,0.228034191,236136.95,0.157894737,4.056987373,0
37,Female,650400,Basic,46412,Theft,4,4,0,8,7,0.568128452,87182.64584,0.4,1.878450527,1
49,Male,1270178,Gold,52553,Collision,16,0,1,4,10,0.451813423,172330.3069,0.125,3.279171635,1
24,Female,1072377,Gold,8656,Collision,0,2,0,11,3,0.778727826,38567.28227,1.571428571,4.455554791,1
69,Female,866470,Premium,26618,Collision,4,5,1,9,0,0.390864135,99669.13896,0.173076923,3.744426289,0
58,Female,1591538,Premium,25530,Collision,4,0,0,2,5,0.215165577,91847.51741,0.048780488,3.597630921,1
50,Male,1127699,Gold,26872,Collision,6,2,1,0,9,0.448188211,58548.30571,0,2.178784821,0
57,Female,725825,Basic,33330,Fire,15,0,0,0,14,0.894732056,60118.8941,0,1.803747198,0
56,Male,610354,Premium,21139,Fire,17,4,0,3,0,0.464973898,47894.164,0.076923077,2.265677847,0
35,Female,901562,Premium,37977,Other,5,3,1,9,4,0.85026495,202715.5408,0.5,5.337850298,1
57,Female,371236,Premium,9983,Fire,1,1,1,9,4,0.434377077,60657.26971,0.225,6.076056267,0
18,Male,1112977,Basic,44909,Theft,12,3,1,3,2,0.353247062,216373.4259,3,4.818041503,0
28,Female,289743,Gold,47886,Other,9,4,1,8,4,0.797376457,138753.8751,0.727272727,2.897587501,1
45,Female,647875,Premium,54029,Fire,20,1,0,7,5,0.288311075,145068.3125,0.25,2.685008283,0
42,Male,1334731,Gold,26329,Other,19,2,0,3,4,0.308647636,49929.41266,0.12,1.896365706,0
67,Female,1338422,Gold,41734,Other,10,2,0,5,0,0.144831554,148939.6078,0.1,3.568783434,0
40,Male,958795,Basic,47837,Collision,20,4,0,6,14,0.26906114,160928.6703,0.260869565,3.364104569,1
48,Male,1541282,Basic,13818,Other,1,1,0,9,11,0.440933854,85928.09654,0.290322581,6.218562494,1
47,Male,1014468,Basic,15918,Fire,7,3,0,7,11,0.459615429,83292.87119,0.233333333,5.232621635,1
59,Female,1964688,Basic,47418,Collision,23,4,0,3,6,0.478565278,105994.0018,0.071428571,2.235311524,1
52,Male,1060665,Basic,56976,Fire,21,2,0,0,14,0.531723652,317440.6051,0,5.571479309,1
24,Male,807337,Basic,6250,Collision,18,4,1,4,2,0.614719554,35641.01833,0.571428571,5.702562932,0
33,Female,439647,Premium,9758,Fire,19,3,0,0,6,0.270486122,45749.31071,0,4.688390112,0
43,Male,1579401,Gold,42131,Collision,16,0,1,10,4,0.652549765,116701.4244,0.384615385,2.769965689,1
65,Female,489962,Basic,7163,Collision,15,5,1,10,12,0.402899129,57679.04692,0.208333333,8.052358917,1
69,Female,1048964,Premium,47583,Theft,9,5,1,3,11,0.760609662,171576.7894,0.057692308,3.6058422,1
66,Female,1196140,Gold,39621,Fire,4,5,1,6,14,0.601484005,122605.206,0.12244898,3.094450065,0
19,Female,519849,Basic,22137,Other,13,0,0,6,2,0.598841764,101189.7046,3,4.571066746,0
18,Male,744392,Basic,37103,Collision,23,3,1,0,12,0.71693829,93081.03203,0,2.508719835,0
65,Male,586480,Premium,26832,Fire,18,1,0,8,10,0.399717092,154655.204,0.166666667,5.763834377,1
29,Male,1900768,Gold,6868,Collision,3,4,0,1,5,0.486309647,37772.52878,0.083333333,5.499785787,1
22,Male,1875363,Basic,54333,Theft,19,3,1,4,0,0.624608082,188539.6177,0.8,3.470075603,1
54,Male,1045457,Gold,55665,Theft,15,0,0,5,5,0.479400058,135949.2815,0.135135135,2.442275784,0
49,Female,624632,Premium,53336,Theft,23,2,0,0,12,0.499831727,191930.1757,0,3.59851087,0
26,Male,1421660,Basic,46862,Theft,14,5,1,11,12,0.345238366,120748.6606,1.222222222,2.576686027,1
58,Male,1772732,Gold,24728,Other,8,5,1,1,12,0.358646524,71283.29288,0.024390244,2.882695442,1
52,Male,1709837,Premium,43006,Other,2,3,0,6,3,0.729061666,158050.5568,0.171428571,3.675081541,0
36,Female,1925336,Premium,33029,Collision,22,5,0,5,3,0.103853028,61336.39803,0.263157895,1.857046778,1
65,Female,1558990,Basic,44857,Fire,8,5,0,5,4,0.18576138,214177.5753,0.104166667,4.774674528,0
33,Male,1451717,Gold,33183,Theft,17,3,0,5,12,0.953928901,89411.40548,0.3125,2.694494334,1
20,Female,843703,Basic,27785,Theft,3,3,1,6,8,0.268316274,150992.6751,2,5.434323381,0
37,Male,1691625,Basic,23940,Other,18,0,1,9,0,0.476308803,51541.60107,0.45,2.152949084,1
41,Male,1443292,Gold,10280,Other,23,0,1,11,2,0.864716623,54801.25512,0.458333333,5.330861393,1
50,Female,1853070,Gold,42012,Theft,3,5,1,11,14,0.100092135,217032.6397,0.333333333,5.165967811,0
41,Female,1580188,Gold,7164,Fire,8,3,0,8,10,0.932661271,34564.65031,0.333333333,4.824769724,1
69,Male,1230403,Premium,32188,Collision,0,3,1,8,3,0.148139762,152880.8716,0.153846154,4.749623201,0
28,Male,1439121,Premium,52917,Collision,0,5,0,1,1,0.253782145,233960.1507,0.090909091,4.421266336,1
66,Female,1163313,Gold,19088,Collision,19,1,0,1,8,0.126193189,82832.63958,0.020408163,4.339513809,1
25,Male,631544,Premium,23405,Collision,18,2,1,4,10,0.567568042,80208.84071,0.5,3.426995972,0
53,Female,1678576,Basic,7821,Fire,2,4,0,9,14,0.948784879,56791.46715,0.25,7.261407383,1
55,Male,1272299,Gold,27516,Fire,9,4,0,6,6,0.85513295,122441.9287,0.157894737,4.44984477,1
57,Female,1047078,Basic,15473,Fire,11,5,0,11,0,0.675773692,76249.80704,0.275,4.92792652,0
37,Male,921615,Gold,51454,Other,17,4,1,11,8,0.266939774,266277.4958,0.55,5.175059194,0
52,Male,1772938,Basic,47530,Theft,13,0,0,2,5,0.882637389,123305.5848,0.057142857,2.594268562,0
65,Female,1537218,Gold,43737,Fire,9,0,0,2,1,0.779297852,109778.8025,0.041666667,2.509975593,0
42,Male,1969458,Basic,17178,Collision,9,1,0,3,0,0.340162987,56820.53851,0.12,3.307750524,1
52,Male,1869745,Gold,43936,Fire,17,5,0,2,5,0.824580247,84256.69802,0.057142857,1.917714358,1
42,Female,1662333,Gold,32018,Theft,23,0,1,2,6,0.889436204,97237.65641,0.08,3.036968468,0
46,Male,770217,Premium,22097,Other,0,5,1,7,9,0.728403411,84055.07648,0.24137931,3.803913494,0
35,Male,323199,Basic,19096,Collision,14,5,0,6,14,0.190345736,82458.52424,0.333333333,4.318104537,0
63,Male,1480101,Premium,44971,Other,7,3,0,6,5,0.985822159,124649.458,0.130434783,2.77177421,0
35,Female,1536748,Basic,8545,Fire,2,2,0,9,6,0.16840089,60313.37486,0.5,7.058323565,0
19,Female,229545,Premium,29798,Collision,17,2,1,1,5,0.689026589,82676.06081,0.5,2.774550668,0
52,Female,1852433,Gold,5863,Collision,8,5,1,10,7,0.19947273,47265.06883,0.285714286,8.061584314,0
33,Male,231673,Premium,21148,Fire,15,2,0,8,1,0.914872023,81861.41649,0.5,3.870882187,1
58,Male,624190,Premium,26009,Fire,20,2,0,5,8,0.414979915,125227.65,0.12195122,4.814781422,0
53,Male,652115,Gold,59459,Theft,14,4,1,2,8,0.56035272,122565.0803,0.055555556,2.061337734,0
50,Male,1664889,Premium,22809,Fire,4,4,0,8,10,0.260885426,100904.0214,0.242424242,4.423868711,0
21,Female,1088943,Gold,23688,Fire,12,3,1,8,8,0.591905971,142572.1752,2,6.018751064,0
50,Male,1603864,Basic,5653,Fire,21,1,0,5,6,0.944955915,34044.77235,0.151515152,6.022425676,0
31,Male,1575544,Premium,13129,Collision,19,0,0,9,8,0.911469764,80271.8108,0.642857143,6.11408415,1
38,Male,223525,Gold,31418,Theft,6,0,0,5,0,0.157506328,87436.24712,0.238095238,2.782998508,1
65,Female,782092,Gold,28118,Collision,15,4,0,7,2,0.440432656,143673.5989,0.145833333,5.109666366,0
37,Male,346115,Premium,5443,Fire,6,5,1,7,1,0.340688227,26811.98862,0.35,4.925957857,1
25,Male,766134,Basic,32041,Theft,21,2,1,5,10,0.533225329,122731.0496,0.625,3.830437552,1
24,Male,1325837,Premium,28843,Fire,15,3,1,6,14,0.850356246,80949.55781,0.857142857,2.806558188,0
20,Male,957600,Gold,26053,Collision,12,1,0,3,14,0.764966607,101195.1004,1,3.884201451,0
34,Male,700827,Basic,35848,Collision,16,4,0,0,0,0.409580373,127719.5187,0,3.562807373,0
50,Female,1432676,Premium,42874,Fire,8,5,1,3,4,0.444399247,177537.6218,0.090909091,4.140915748,0
65,Male,207265,Gold,42204,Theft,11,3,1,7,0,0.688829493,220445.2826,0.145833333,5.223326761,1
29,Male,1009195,Premium,57009,Collision,12,5,0,11,2,0.274802652,172530.5379,0.916666667,3.026373694,1
68,Male,1455300,Basic,47240,Fire,8,3,1,7,5,0.192455218,269822.4851,0.137254902,5.71173762,0
39,Male,215733,Basic,40807,Other,4,4,0,1,5,0.318329618,203577.2358,0.045454545,4.988782213,0
39,Male,1098628,Basic,33213,Fire,6,3,1,6,2,0.211629188,113348.5758,0.272727273,3.412777402,1
63,Male,1863902,Basic,13291,Fire,0,2,0,0,3,0.416785819,33486.84586,0,2.519512893,0
47,Male,499564,Basic,48046,Theft,3,3,0,1,6,0.943809206,90309.11388,0.033333333,1.879638552,1
55,Male,1226281,Premium,21285,Fire,3,1,1,7,5,0.208269528,64881.26696,0.184210526,3.048215502,0
55,Male,864607,Basic,31886,Other,15,3,1,10,12,0.836489929,181644.5915,0.263157895,5.696687936,1
62,Male,658365,Basic,18944,Fire,4,0,0,9,10,0.581183228,69044.97223,0.2,3.644688146,1
68,Female,1269634,Gold,40505,Other,21,3,0,3,13,0.669612769,94112.98984,0.058823529,2.323490676,1
25,Female,446301,Basic,28340,Collision,3,5,1,2,13,0.253074131,54580.39146,0.25,1.925913601,0
44,Female,1545649,Gold,35025,Fire,5,4,0,1,1,0.23623598,96242.51615,0.037037037,2.747823445,1
44,Female,1201675,Gold,59391,Theft,22,0,1,10,8,0.246469309,159436.6024,0.37037037,2.684524632,1
51,Male,362434,Gold,6607,Fire,2,4,0,5,13,0.700356589,26611.50359,0.147058824,4.027774117,1
38,Female,810777,Premium,7953,Other,7,5,1,3,5,0.77300944,49185.44151,0.142857143,6.18451421,0
47,Female,1857528,Premium,49941,Other,16,1,0,2,1,0.92822045,131872.7163,0.066666667,2.640570199,0
50,Male,1951292,Gold,10933,Theft,17,2,0,2,6,0.458373117,22669.62511,0.060606061,2.073504537,0
45,Female,277597,Premium,16386,Other,17,1,0,9,10,0.515772446,104970.5988,0.321428571,6.406114906,1
64,Female,1245384,Basic,52989,Fire,11,0,0,2,10,0.522635514,210102.8409,0.042553191,3.965027476,0
50,Male,278209,Premium,9682,Other,0,5,0,11,9,0.342908113,38730.18045,0.333333333,4.000225207,0
22,Male,1441517,Basic,52621,Fire,22,5,0,7,9,0.395409389,100545.3235,1.4,1.910745206,1
65,Male,1924995,Basic,49052,Fire,11,2,0,8,3,0.862138212,108238.8491,0.166666667,2.20661439,1
36,Female,824152,Premium,16154,Other,10,3,1,8,0,0.409349966,74450.77298,0.421052632,4.608813481,0
21,Female,348620,Premium,14047,Theft,12,0,1,4,9,0.882186492,35046.94174,1,2.494976987,0
52,Male,1656870,Gold,27993,Collision,2,2,0,0,8,0.37474094,109605.3389,0,3.915455253,0
66,Male,1647211,Premium,15338,Theft,7,4,1,9,13,0.405894846,83041.69665,0.183673469,5.414115051,0
34,Female,366562,Premium,19323,Collision,2,2,1,4,12,0.604252785,52391.0046,0.235294118,2.711328707,0
61,Male,407158,Premium,42693,Theft,16,4,0,0,10,0.192814162,152450.1363,0,3.570846189,1
45,Female,839446,Basic,28634,Fire,12,4,1,8,9,0.92985604,169849.9516,0.285714286,5.931757757,1
47,Male,1176264,Basic,31292,Fire,9,5,0,9,7,0.838359855,168639.5859,0.3,5.389223631,0
46,Male,1250044,Basic,43551,Other,16,2,1,7,4,0.703453445,203839.4628,0.24137931,4.680477206,0
63,Female,486453,Gold,50111,Collision,2,5,1,6,2,0.989312512,188943.3993,0.130434783,3.770497481,0
23,Male,1207787,Gold,14917,Collision,12,5,1,1,3,0.114399425,48901.08614,0.166666667,3.278211848,0
52,Male,1320831,Gold,15145,Other,21,1,0,1,2,0.469954285,52565.41631,0.028571429,3.470809925,0
58,Male,1068331,Basic,34717,Theft,5,1,1,3,9,0.872508752,167255.3626,0.073170732,4.817679021,0
54,Female,1801582,Premium,44491,Other,13,5,0,8,7,0.489715552,180881.5825,0.216216216,4.065576914,1
41,Male,425409,Gold,54336,Theft,9,5,0,8,12,0.104717203,265696.9558,0.333333333,4.889888026,0
46,Male,439967,Gold,21905,Other,19,4,1,7,4,0.241978704,130337.7697,0.24137931,5.950137853,1
66,Male,893201,Basic,35273,Collision,15,5,0,10,12,0.490665171,164280.9226,0.204081633,4.657412825,0
63,Male,1191052,Gold,55400,Collision,17,0,0,4,10,0.701153075,227747.7483,0.086956522,4.110970186,1
48,Male,938925,Premium,31234,Theft,12,2,1,6,7,0.246388842,110095.2492,0.193548387,3.524852699,0
52,Male,1164164,Basic,18349,Collision,9,0,0,11,0,0.503238754,58464.45315,0.314285714,3.186247379,0
50,Female,568697,Basic,6002,Collision,5,1,1,8,14,0.111509684,36986.81142,0.242424242,6.162414432,0
69,Female,1036713,Premium,44034,Collision,9,0,1,2,8,0.52975047,164658.8387,0.038461538,3.739356832,1
38,Male,575595,Premium,37573,Collision,4,3,0,3,10,0.906332029,71098.02645,0.142857143,1.892263765,1
49,Female,1495689,Premium,32803,Fire,5,3,1,1,9,0.637091228,117635.8289,0.03125,3.586130199,1
40,Female,1645687,Gold,16330,Other,6,1,1,8,2,0.496590068,93810.59407,0.347826087,5.744678142,0
50,Male,782314,Premium,31504,Other,10,0,0,6,0,0.246033402,179326.2957,0.181818182,5.692175459,0
20,Female,1815832,Basic,19980,Fire,15,2,0,5,2,0.282176707,106845.4499,1.666666667,5.347620115,0
35,Female,1944033,Premium,12017,Collision,11,1,0,4,12,0.168858955,38292.31857,0.222222222,3.186512322,0
42,Female,608548,Basic,46353,Other,11,3,0,11,1,0.768169939,115270.8059,0.44,2.486803571,0
59,Female,345693,Basic,21011,Other,22,1,1,6,6,0.16942175,76572.03064,0.142857143,3.644378213,0
48,Female,1849734,Gold,23001,Other,19,0,1,2,9,0.445553946,62742.00502,0.064516129,2.727794662,1
20,Female,1791038,Premium,22044,Theft,4,0,1,4,3,0.774860224,100172.4914,1.333333333,4.54420665,1
57,Female,1110789,Gold,43292,Fire,15,0,1,1,6,0.741540429,84080.75784,0.025,1.94217772,1
63,Female,1085621,Premium,10250,Theft,5,4,1,4,2,0.61977895,40567.48923,0.086956522,3.957803827,1
41,Male,764790,Premium,45280,Theft,8,0,0,6,13,0.614176961,134198.1233,0.25,2.963739473,0
67,Male,498818,Premium,28289,Fire,4,5,1,10,5,0.181295272,127306.9091,0.2,4.500226557,1
49,Female,761548,Premium,38087,Other,20,3,1,9,6,0.257423745,195061.7616,0.28125,5.121478763,1
64,Female,1160002,Premium,15416,Theft,22,3,1,10,6,0.581270011,98074.59757,0.212765957,6.361870626,1
39,Male,1971545,Basic,30159,Other,15,4,1,6,14,0.413272295,177513.8384,0.272727273,5.885932506,0
40,Female,904824,Basic,41368,Theft,17,3,0,8,13,0.117043391,138664.8619,0.347826087,3.351983705,1
19,Female,796093,Premium,10279,Other,18,3,0,2,4,0.81835006,55607.5374,1,5.409819768,0
44,Male,395991,Basic,30157,Collision,11,1,0,7,5,0.68843194,129642.8211,0.259259259,4.298929637,1
59,Male,385541,Gold,55919,Collision,1,0,1,4,2,0.39320692,245719.4221,0.095238095,4.394202724,0
19,Male,217194,Gold,20494,Collision,9,5,1,6,11,0.188384678,115013.2793,3,5.61204642,0
43,Female,882171,Gold,55950,Fire,11,5,1,0,3,0.632080685,114544.3364,0,2.047262491,0
34,Female,1058809,Premium,50166,Collision,13,1,0,0,10,0.413694612,270359.532,0,5.389298171,0
57,Male,1903728,Premium,30574,Theft,17,5,1,3,5,0.329850403,119805.4746,0.075,3.918541067,0
50,Male,1767529,Basic,30333,Other,18,1,0,4,2,0.749322328,93267.45452,0.121212121,3.074785037,0
26,Female,768011,Basic,38050,Other,5,5,1,9,14,0.395335055,129129.8978,1,3.393689825,0
60,Male,1479984,Basic,37263,Other,4,3,0,2,6,0.222443642,173832.6022,0.046511628,4.665018978,0
65,Female,668451,Gold,37539,Other,15,2,0,5,2,0.533488373,166713.3504,0.104166667,4.441070631,0
56,Female,1490689,Gold,19030,Theft,13,0,1,2,14,0.845619209,94073.02455,0.051282051,4.94340644,0
46,Male,1324874,Gold,27721,Other,12,2,1,4,8,0.864692906,79634.65351,0.137931034,2.872719365,1
59,Male,783526,Gold,53070,Theft,20,3,0,10,3,0.864408848,132234.2528,0.238095238,2.491694983,0
43,Female,459425,Basic,10166,Theft,1,4,0,0,1,0.478827855,45102.70093,0,4.436622165,0
52,Male,1878297,Premium,12121,Other,1,1,0,2,5,0.81184079,38153.03967,0.057142857,3.147680857,0
67,Male,710609,Premium,19677,Other,11,5,0,6,13,0.865207691,62523.00478,0.12,3.17746632,0
42,Male,1355668,Gold,36241,Other,0,5,0,2,8,0.513584389,92472.0071,0.08,2.551585417,0
41,Male,1512867,Premium,21373,Theft,18,3,1,4,12,0.38686545,56746.59253,0.166666667,2.655059773,0
30,Female,1478567,Premium,26873,Fire,15,5,0,6,9,0.731768092,99688.76846,0.461538462,3.709625589,0
24,Female,500589,Premium,42664,Theft,6,3,1,1,9,0.914022345,114528.44,0.142857143,2.68442809,0
53,Female,909163,Gold,54282,Fire,20,2,1,2,1,0.974937237,279006.2229,0.055555556,5.139939997,0
62,Female,1440756,Basic,6293,Other,6,4,1,3,14,0.361202325,38286.52294,0.066666667,6.083985848,0
37,Male,830458,Basic,27443,Theft,15,1,1,4,3,0.960553951,130319.7244,0.2,4.748741915,0
18,Male,547761,Premium,44725,Other,5,5,1,11,4,0.549354022,157793.417,11,3.528080873,1
25,Female,413482,Basic,54212,Fire,17,4,0,8,8,0.375431234,227472.2336,1,4.19597568,1
63,Female,1039934,Basic,23595,Fire,0,4,1,8,6,0.989558299,97657.80021,0.173913043,4.138919271,1
33,Male,1889980,Gold,14740,Theft,0,4,0,3,4,0.890027178,38482.93811,0.1875,2.610782776,0
31,Female,1024187,Gold,17559,Theft,13,0,1,8,5,0.72317493,44199.55213,0.571428571,2.517202126,1
29,Female,1912669,Premium,47741,Theft,5,4,0,3,8,0.905448007,210638.9182,0.25,4.412117848,0
68,Male,995911,Premium,44044,Theft,5,3,1,1,14,0.713339085,95913.67918,0.019607843,2.177678666,0
40,Female,799649,Premium,26747,Collision,3,0,0,9,3,0.496363419,61256.1712,0.391304348,2.290207171,1
32,Male,1925240,Gold,45920,Collision,11,0,0,0,13,0.953244601,156542.1917,0,3.409019853,1
45,Male,628910,Basic,12973,Other,17,4,0,6,12,0.96692291,72757.16439,0.214285714,5.608353071,1
51,Female,1372808,Gold,20333,Fire,9,5,1,3,1,0.382757588,98033.1079,0.088235294,4.821379428,0
19,Male,281171,Gold,35129,Fire,2,5,0,11,4,0.418955801,193929.9553,5.5,5.520508846,0
49,Female,576295,Basic,5037,Other,2,5,1,7,13,0.444448397,28569.26413,0.21875,5.671880906,1
40,Male,286296,Basic,43758,Other,7,5,1,7,6,0.839931357,251652.8089,0.304347826,5.75101259,0
39,Female,1389138,Premium,37311,Other,21,3,0,11,14,0.812031086,193370.8747,0.5,5.182677353,0
68,Female,352324,Basic,43206,Collision,22,5,1,7,11,0.984803594,107979.2393,0.137254902,2.499172321,1
42,Female,698506,Basic,53503,Other,0,1,1,5,3,0.518692309,269178.9439,0.2,5.03110001,0
39,Male,862222,Basic,33207,Fire,17,4,1,8,11,0.763090385,133586.2622,0.363636364,4.02283441,0
39,Male,441535,Basic,48624,Other,14,0,1,3,0,0.871048423,90379.0024,0.136363636,1.858732363,0
66,Female,1580679,Premium,38241,Theft,20,1,0,4,7,0.299107394,87059.13759,0.081632653,2.276591553,0
69,Male,1652242,Premium,5058,Fire,19,5,1,3,4,0.658499885,22865.52888,0.057692308,4.52066605,1
59,Female,1566742,Basic,7636,Fire,16,1,0,4,9,0.592936909,38157.80005,0.095238095,4.997092726,0
23,Female,983258,Basic,35635,Fire,10,0,1,1,14,0.768544305,197008.0691,0.166666667,5.528499204,1
32,Male,1420575,Premium,19834,Collision,12,5,0,4,1,0.725885184,53364.76472,0.266666667,2.690569967,0
60,Female,955737,Premium,20577,Collision,19,1,0,9,2,0.83151335,84388.09403,0.209302326,4.101088304,0
54,Male,1205594,Basic,56766,Fire,9,3,1,7,11,0.380030671,152440.3665,0.189189189,2.685416736,1
50,Female,1560573,Gold,32190,Theft,12,3,1,8,13,0.294720753,138684.6727,0.242424242,4.308315399,1
25,Male,1280402,Premium,12296,Fire,16,4,1,6,9,0.824678858,76667.9001,0.75,6.235190314,0
61,Female,1961201,Premium,26383,Collision,20,4,1,6,11,0.424507088,113990.3533,0.136363636,4.320598616,0
61,Female,796649,Premium,50438,Theft,0,1,1,5,9,0.358816202,190564.7514,0.113636364,3.778198013,0
22,Male,440028,Basic,29660,Fire,19,0,0,1,4,0.403136673,136985.3528,0.2,4.618521674,1
56,Female,1588710,Basic,47493,Collision,15,3,0,9,10,0.159718592,117781.9404,0.230769231,2.479985269,0
21,Female,1600507,Premium,57949,Theft,15,2,0,11,3,0.795829912,314841.4323,2.75,5.433077919,1
23,Male,1465832,Basic,7674,Other,20,4,1,10,8,0.743643693,48242.05243,1.666666667,6.286428516,1
62,Female,240736,Basic,53564,Other,2,3,1,9,8,0.597423208,244891.9101,0.2,4.571949631,1
49,Male,1535250,Premium,48833,Fire,1,5,1,8,7,0.744476482,248718.7433,0.25,5.093251353,0
69,Female,409124,Basic,27820,Other,5,1,0,4,1,0.43581985,118897.0119,0.076923077,4.273796259,0
47,Male,1426706,Gold,24504,Collision,10,3,1,5,14,0.365832168,114104.3674,0.166666667,4.656560865,0
64,Female,830368,Basic,30666,Theft,2,3,0,0,4,0.87607089,137497.2844,0,4.483704573,0
52,Female,667310,Basic,48794,Fire,0,1,0,4,13,0.480209113,95886.32214,0.114285714,1.965125264,0
57,Female,1584975,Premium,7076,Theft,10,4,1,5,7,0.276320955,32432.08622,0.125,4.583392626,0
69,Male,860246,Premium,57342,Theft,12,4,0,9,7,0.774139524,323879.8753,0.173076923,5.648213793,0
